No,Filename,Width,Height,AspectRatio,SizeKB,Category,ImageArea_SxS,TextArea_SxS
1,boss.png,1254,1254,1.00,1719.8,Near square,600x600,540x600
2,boy.png,1254,1254,1.00,1178.9,Near square,600x600,540x600
3,coin.png,1254,1254,1.00,900.2,Near square,600x600,540x600
4,xianjing.png,1254,1254,1.00,1036.1,Near square,600x600,540x600
